invoice_id,invoice_line_id,linked_order_line_id,quantity,net_price,sales_amount,invoice_date,status
INV_001707,IL_001707,OL_001504,1,633.74,633.74,2024-12-08,invoiced
INV_001708,IL_001708,OL_001505,6,512.17,3073.0199999999995,2024-12-08,invoiced
INV_001710,IL_001710,OL_001506,2,194.7,389.4,2024-12-08,delayed
INV_001714,IL_001714,OL_001510,2,872.2,1744.4,2024-12-08,invoiced
INV_001715,IL_001715,OL_001511,2,590.28,1180.56,2024-12-08,invoiced
INV_001730,IL_001730,OL_001524,3,193.57,580.71,2024-12-08,invoiced
INV_001698,IL_001698,OL_001495,5,388.73,1943.65,2024-12-09,invoiced
INV_001712,IL_001712,OL_001508,5,397.75,1988.75,2024-12-09,invoiced
INV_001722,IL_001722,OL_001518,4,196.3,785.2,2024-12-09,invoiced
INV_001723,IL_001723,OL_001519,2,341.21,682.42,2024-12-09,invoiced
INV_001675,IL_001675,OL_001474,4,164.78,659.12,2024-12-10,delayed
INV_001738,IL_001738,OL_001532,3,408.04,1224.1200000000001,2024-12-10,partial
INV_001750,IL_001750,OL_001543,3,189.9,569.7,2024-12-10,partial
INV_001755,IL_001755,OL_001547,2,409.78,819.56,2024-12-10,partial
INV_001754,IL_001754,OL_001546,3,161.73,485.18999999999994,2024-12-11,invoiced
INV_001763,IL_001763,OL_001554,1,628.26,628.26,2024-12-11,invoiced
INV_001729,IL_001729,OL_001523,1,205.83,205.83,2024-12-12,delayed
INV_001736,IL_001736,OL_001530,11,176.26,1938.86,2024-12-12,invoiced
INV_001745,IL_001745,OL_001538,6,207.19,1243.1399999999999,2024-12-12,invoiced
INV_001746,IL_001746,OL_001539,4,947.7,3790.8,2024-12-12,invoiced
INV_001749,IL_001749,OL_001542,5,523.58,2617.9,2024-12-12,invoiced
INV_001752,IL_001752,OL_001544,2,334.34,668.68,2024-12-12,invoiced
INV_001753,IL_001753,OL_001545,1,615.73,615.73,2024-12-12,invoiced
INV_001760,IL_001760,OL_001551,1,595.27,595.27,2024-12-12,invoiced
INV_001761,IL_001761,OL_001552,2,159.39,318.78,2024-12-12,invoiced
INV_001740,IL_001740,OL_001533,6,251.41,1508.46,2024-12-13,invoiced
INV_001744,IL_001744,OL_001537,7,421.87,2953.09,2024-12-13,invoiced
INV_001748,IL_001748,OL_001541,1,621.5,621.5,2024-12-13,invoiced
INV_001758,IL_001758,OL_001549,3,193.18,579.54,2024-12-13,invoiced
INV_001762,IL_001762,OL_001553,1,404.93,404.93,2024-12-13,invoiced
INV_001727,IL_001727,OL_001522,2,420.3,840.6,2024-12-14,delayed
INV_001737,IL_001737,OL_001531,2,336.01,672.02,2024-12-14,invoiced
INV_001741,IL_001741,OL_001534,2,868.41,1736.82,2024-12-14,invoiced
INV_001743,IL_001743,OL_001536,10,161.76,1617.6,2024-12-14,invoiced
INV_001757,IL_001757,OL_001548,3,202.74,608.22,2024-12-15,invoiced
INV_001759,IL_001759,OL_001550,1,865.56,865.56,2024-12-15,invoiced
INV_001742,IL_001742,OL_001535,4,590.72,2362.88,2024-12-16,invoiced
INV_001747,IL_001747,OL_001540,2,734.57,1469.14,2024-12-16,invoiced
INV_001778,IL_001778,OL_001568,2,196.83,393.66,2024-12-17,partial
INV_001800,IL_001800,OL_001585,1,205.42,205.42,2024-12-17,partial
INV_001739,IL_001739,OL_001532,2,408.04,816.08,2024-12-18,delayed
INV_001768,IL_001768,OL_001559,2,889.22,1778.44,2024-12-18,invoiced
INV_001770,IL_001770,OL_001561,9,161.84,1456.56,2024-12-18,invoiced
INV_001773,IL_001773,OL_001563,6,205.59,1233.54,2024-12-18,invoiced
INV_001774,IL_001774,OL_001564,3,972.78,2918.34,2024-12-18,invoiced
INV_001783,IL_001783,OL_001571,6,255.69,1534.1399999999999,2024-12-18,invoiced
INV_001786,IL_001786,OL_001574,5,160.9,804.5,2024-12-18,partial
INV_001797,IL_001797,OL_001583,3,155.7,467.09999999999997,2024-12-18,invoiced
INV_001811,IL_001811,OL_001595,2,205.45,410.9,2024-12-18,partial
INV_001766,IL_001766,OL_001557,6,405.9,2435.3999999999996,2024-12-19,invoiced
INV_001769,IL_001769,OL_001560,4,595.8,2383.2,2024-12-19,invoiced
INV_001771,IL_001771,OL_001562,4,414.37,1657.48,2024-12-19,partial
INV_001777,IL_001777,OL_001567,6,519.9,3119.3999999999996,2024-12-19,invoiced
INV_001780,IL_001780,OL_001569,7,177.88,1245.1599999999999,2024-12-19,partial
INV_001782,IL_001782,OL_001570,5,399.64,1998.1999999999998,2024-12-19,invoiced
INV_001788,IL_001788,OL_001575,4,415.34,1661.36,2024-12-19,partial
INV_001798,IL_001798,OL_001584,2,406.88,813.76,2024-12-19,partial
INV_001751,IL_001751,OL_001543,2,189.9,379.8,2024-12-20,delayed
INV_001791,IL_001791,OL_001577,3,976.88,2930.64,2024-12-20,invoiced
INV_001793,IL_001793,OL_001579,5,502.5,2512.5,2024-12-20,invoiced
INV_001795,IL_001795,OL_001581,2,336.22,672.44,2024-12-20,invoiced
INV_001804,IL_001804,OL_001588,1,611.16,611.16,2024-12-20,invoiced
INV_001809,IL_001809,OL_001593,1,341.66,341.66,2024-12-20,invoiced
INV_001767,IL_001767,OL_001558,6,248.55,1491.3000000000002,2024-12-21,invoiced
INV_001792,IL_001792,OL_001578,2,741.44,1482.88,2024-12-21,invoiced
INV_001802,IL_001802,OL_001586,3,187.55,562.6500000000001,2024-12-21,invoiced
INV_001803,IL_001803,OL_001587,1,879.66,879.66,2024-12-21,invoiced
INV_001805,IL_001805,OL_001589,2,160.44,320.88,2024-12-21,invoiced
INV_001765,IL_001765,OL_001556,2,339.96,679.92,2024-12-22,invoiced
INV_001775,IL_001775,OL_001565,2,749.18,1498.36,2024-12-22,invoiced
INV_001784,IL_001784,OL_001572,2,890.99,1781.98,2024-12-22,invoiced
INV_001790,IL_001790,OL_001576,4,205.79,823.16,2024-12-22,invoiced
INV_001794,IL_001794,OL_001580,4,193.86,775.44,2024-12-22,invoiced
INV_001807,IL_001807,OL_001591,1,620.71,620.71,2024-12-22,invoiced
INV_001808,IL_001808,OL_001592,4,180.95,723.8,2024-12-22,invoiced
INV_001810,IL_001810,OL_001594,2,594.24,1188.48,2024-12-22,invoiced
INV_001813,IL_001813,OL_001596,2,533.08,1066.16,2024-12-22,invoiced
INV_001756,IL_001756,OL_001547,2,409.78,819.56,2024-12-23,delayed
INV_001764,IL_001764,OL_001555,11,177.91,1957.01,2024-12-23,invoiced
INV_001776,IL_001776,OL_001566,1,626.41,626.41,2024-12-23,invoiced
INV_001785,IL_001785,OL_001573,2,602.88,1205.76,2024-12-23,invoiced
INV_001796,IL_001796,OL_001582,1,600.39,600.39,2024-12-23,invoiced
INV_001806,IL_001806,OL_001590,1,418.33,418.33,2024-12-23,invoiced
INV_001812,IL_001812,OL_001595,1,205.45,205.45,2024-12-25,delayed
INV_001825,IL_001825,OL_001608,1,637.07,637.07,2024-12-25,invoiced
INV_001827,IL_001827,OL_001610,2,190.28,380.56,2024-12-25,partial
INV_001836,IL_001836,OL_001618,1,607.83,607.83,2024-12-25,invoiced
INV_001814,IL_001814,OL_001597,11,179.69,1976.59,2024-12-26,invoiced
INV_001822,IL_001822,OL_001605,6,207.69,1246.1399999999999,2024-12-26,invoiced
INV_001826,IL_001826,OL_001609,6,514.57,3087.42,2024-12-26,invoiced
INV_001829,IL_001829,OL_001611,2,343.07,686.14,2024-12-26,invoiced
INV_001830,IL_001830,OL_001612,2,588.38,1176.76,2024-12-26,invoiced
INV_001781,IL_001781,OL_001569,3,177.88,533.64,2024-12-27,delayed
INV_001789,IL_001789,OL_001575,2,415.34,830.68,2024-12-27,delayed
INV_001816,IL_001816,OL_001599,5,403.79,2018.95,2024-12-27,invoiced
INV_001832,IL_001832,OL_001614,4,408.4,1633.6,2024-12-27,invoiced
INV_001835,IL_001835,OL_001617,1,857.97,857.97,2024-12-27,invoiced
INV_001839,IL_001839,OL_001621,1,627.45,627.45,2024-12-27,invoiced
INV_001818,IL_001818,OL_001601,2,889.0,1778.0,2024-12-28,invoiced
INV_001823,IL_001823,OL_001606,4,957.33,3829.32,2024-12-28,invoiced
INV_001831,IL_001831,OL_001613,3,161.5,484.5,2024-12-28,invoiced
INV_001838,IL_001838,OL_001620,1,417.57,417.57,2024-12-28,invoiced
INV_001779,IL_001779,OL_001568,3,196.83,590.49,2024-12-29,delayed
INV_001787,IL_001787,OL_001574,4,160.9,643.6,2024-12-29,delayed
INV_001801,IL_001801,OL_001585,2,205.42,410.84,2024-12-29,delayed
INV_001820,IL_001820,OL_001603,9,159.43,1434.8700000000001,2024-12-29,invoiced
INV_001837,IL_001837,OL_001619,1,164.67,164.67,2024-12-29,invoiced
INV_001799,IL_001799,OL_001584,2,406.88,813.76,2024-12-30,delayed
INV_001815,IL_001815,OL_001598,2,349.28,698.56,2024-12-30,invoiced
INV_001817,IL_001817,OL_001600,6,248.32,1489.92,2024-12-30,invoiced
INV_001819,IL_001819,OL_001602,4,592.15,2368.6,2024-12-30,invoiced
INV_001821,IL_001821,OL_001604,7,414.97,2904.79,2024-12-30,invoiced
INV_001824,IL_001824,OL_001607,2,746.2,1492.4,2024-12-30,invoiced
INV_001833,IL_001833,OL_001615,3,200.43,601.29,2024-12-30,invoiced
INV_001834,IL_001834,OL_001616,3,195.86,587.58,2024-12-30,invoiced
INV_001772,IL_001772,OL_001562,3,414.37,1243.1100000000001,2024-12-31,delayed
INV_001828,IL_001828,OL_001610,3,190.28,570.84,2024-12-31,delayed
INV_001872,IL_001872,OL_001650,1,158.51,158.51,2024-12-31,partial
INV_001842,IL_001842,OL_001624,3,397.21,1191.6299999999999,2025-01-01,partial
INV_001848,IL_001848,OL_001629,4,409.38,1637.52,2025-01-01,partial
INV_001862,IL_001862,OL_001641,6,160.62,963.72,2025-01-01,partial
INV_001874,IL_001874,OL_001651,4,403.76,1615.04,2025-01-01,invoiced
INV_001877,IL_001877,OL_001653,1,192.86,192.86,2025-01-01,partial
INV_001841,IL_001841,OL_001623,2,338.45,676.9,2025-01-02,invoiced
INV_001844,IL_001844,OL_001625,6,254.16,1524.96,2025-01-02,invoiced
INV_001846,IL_001846,OL_001627,4,614.6,2458.4,2025-01-02,invoiced
INV_001847,IL_001847,OL_001628,9,163.33,1469.97,2025-01-02,invoiced
INV_001850,IL_001850,OL_001630,5,206.16,1030.8,2025-01-02,invoiced
INV_001854,IL_001854,OL_001634,3,515.58,1546.7400000000002,2025-01-02,partial
INV_001875,IL_001875,OL_001652,2,206.78,413.56,2025-01-02,partial
INV_001881,IL_001881,OL_001656,1,164.34,164.34,2025-01-02,invoiced
INV_001851,IL_001851,OL_001631,3,987.86,2963.58,2025-01-03,invoiced
INV_001852,IL_001852,OL_001632,2,762.95,1525.9,2025-01-03,invoiced
INV_001853,IL_001853,OL_001633,1,617.98,617.98,2025-01-03,invoiced
INV_001859,IL_001859,OL_001638,6,255.16,1530.96,2025-01-03,invoiced
INV_001861,IL_001861,OL_001640,2,598.42,1196.84,2025-01-03,invoiced
INV_001865,IL_001865,OL_001643,4,206.12,824.48,2025-01-03,invoiced
INV_001869,IL_001869,OL_001647,4,196.29,785.16,2025-01-03,invoiced
INV_001870,IL_001870,OL_001648,2,344.43,688.86,2025-01-03,invoiced
INV_001880,IL_001880,OL_001655,1,597.98,597.98,2025-01-03,invoiced
INV_001882,IL_001882,OL_001657,1,411.26,411.26,2025-01-03,invoiced
INV_001840,IL_001840,OL_001622,11,176.82,1945.02,2025-01-04,invoiced
INV_001858,IL_001858,OL_001637,5,389.36,1946.8000000000002,2025-01-04,invoiced
INV_001866,IL_001866,OL_001644,3,935.16,2805.48,2025-01-04,invoiced
INV_001845,IL_001845,OL_001626,2,860.03,1720.06,2025-01-05,invoiced
INV_001856,IL_001856,OL_001635,5,191.63,958.15,2025-01-05,invoiced
INV_001864,IL_001864,OL_001642,6,411.91,2471.46,2025-01-05,invoiced
INV_001868,IL_001868,OL_001646,5,519.83,2599.15,2025-01-05,invoiced
INV_001871,IL_001871,OL_001649,2,603.23,1206.46,2025-01-05,invoiced
INV_001883,IL_001883,OL_001658,1,623.95,623.95,2025-01-05,invoiced
INV_001857,IL_001857,OL_001636,10,175.54,1755.3999999999999,2025-01-06,invoiced
INV_001860,IL_001860,OL_001639,1,893.39,893.39,2025-01-06,invoiced
INV_001867,IL_001867,OL_001645,2,760.3,1520.6,2025-01-06,invoiced
INV_001879,IL_001879,OL_001654,1,863.54,863.54,2025-01-06,invoiced
INV_001863,IL_001863,OL_001641,3,160.62,481.86,2025-01-07,delayed
INV_001876,IL_001876,OL_001652,1,206.78,206.78,2025-01-07,delayed
INV_001887,IL_001887,OL_001662,3,256.56,769.6800000000001,2025-01-07,partial
INV_001897,IL_001897,OL_001671,3,530.43,1591.29,2025-01-07,partial
INV_001906,IL_001906,OL_001679,1,889.64,889.64,2025-01-08,invoiced
INV_001884,IL_001884,OL_001659,11,172.43,1896.73,2025-01-09,invoiced
INV_001886,IL_001886,OL_001661,5,402.53,2012.6499999999999,2025-01-09,invoiced
INV_001889,IL_001889,OL_001663,2,862.01,1724.02,2025-01-09,invoiced
INV_001900,IL_001900,OL_001673,2,352.49,704.98,2025-01-09,invoiced
INV_001908,IL_001908,OL_001681,2,162.53,325.06,2025-01-09,invoiced
INV_001849,IL_001849,OL_001629,3,409.38,1228.1399999999999,2025-01-10,delayed
INV_001873,IL_001873,OL_001650,2,158.51,317.02,2025-01-10,delayed
INV_001878,IL_001878,OL_001653,2,192.86,385.72,2025-01-10,delayed
INV_001903,IL_001903,OL_001676,4,419.43,1677.72,2025-01-10,invoiced
INV_001904,IL_001904,OL_001677,3,209.38,628.14,2025-01-10,invoiced
INV_001905,IL_001905,OL_001678,3,187.97,563.91,2025-01-10,invoiced
INV_001891,IL_001891,OL_001665,9,159.15,1432.3500000000001,2025-01-11,invoiced
INV_001892,IL_001892,OL_001666,8,415.76,3326.08,2025-01-11,invoiced
INV_001893,IL_001893,OL_001667,6,204.28,1225.68,2025-01-11,invoiced
INV_001899,IL_001899,OL_001672,5,189.31,946.55,2025-01-11,invoiced
INV_001909,IL_001909,OL_001682,1,403.56,403.56,2025-01-11,invoiced
INV_001855,IL_001855,OL_001634,3,515.58,1546.7400000000002,2025-01-12,delayed
INV_001885,IL_001885,OL_001660,2,353.29,706.58,2025-01-12,invoiced
INV_001890,IL_001890,OL_001664,4,591.2,2364.8,2025-01-12,invoiced
INV_001902,IL_001902,OL_001675,3,163.16,489.48,2025-01-12,invoiced
INV_001907,IL_001907,OL_001680,1,583.99,583.99,2025-01-12,invoiced
INV_001894,IL_001894,OL_001668,4,977.92,3911.68,2025-01-13,invoiced
INV_001895,IL_001895,OL_001669,2,751.11,1502.22,2025-01-13,invoiced
INV_001896,IL_001896,OL_001670,1,646.02,646.02,2025-01-13,invoiced
INV_001898,IL_001898,OL_001671,2,530.43,1060.86,2025-01-13,delayed
INV_001901,IL_001901,OL_001674,2,606.07,1212.14,2025-01-13,invoiced
INV_001910,IL_001910,OL_001683,1,632.22,632.22,2025-01-13,invoiced
INV_001843,IL_001843,OL_001624,2,397.21,794.42,2025-01-14,delayed
INV_001913,IL_001913,OL_001686,3,401.79,1205.3700000000001,2025-01-14,partial
INV_001912,IL_001912,OL_001685,2,342.79,685.58,2025-01-15,invoiced
INV_001919,IL_001919,OL_001690,6,162.03,972.1800000000001,2025-01-15,partial
INV_001930,IL_001930,OL_001700,6,256.99,1541.94,2025-01-15,invoiced
INV_001932,IL_001932,OL_001702,2,590.04,1180.08,2025-01-15,invoiced
INV_001933,IL_001933,OL_001703,5,163.0,815.0,2025-01-15,partial
INV_001944,IL_001944,OL_001711,1,594.2,594.2,2025-01-15,invoiced
INV_001945,IL_001945,OL_001712,3,158.46,475.38,2025-01-15,invoiced
INV_001952,IL_001952,OL_001719,1,411.9,411.9,2025-01-15,invoiced
INV_001957,IL_001957,OL_001724,1,201.7,201.7,2025-01-15,partial
INV_001915,IL_001915,OL_001687,4,257.73,1030.92,2025-01-16,partial
INV_001923,IL_001923,OL_001693,4,972.12,3888.48,2025-01-16,invoiced
INV_001924,IL_001924,OL_001694,2,759.24,1518.48,2025-01-16,invoiced
INV_001935,IL_001935,OL_001704,3,408.71,1226.1299999999999,2025-01-16,partial
INV_001937,IL_001937,OL_001705,2,201.7,403.4,2025-01-16,partial
INV_001959,IL_001959,OL_001725,2,503.15,1006.3,2025-01-16,invoiced
INV_001917,IL_001917,OL_001688,2,869.91,1739.82,2025-01-17,invoiced
INV_001921,IL_001921,OL_001691,7,407.45,2852.15,2025-01-17,invoiced
INV_001926,IL_001926,OL_001696,6,522.32,3133.92,2025-01-17,invoiced
INV_001928,IL_001928,OL_001698,10,176.45,1764.5,2025-01-17,invoiced
INV_001940,IL_001940,OL_001707,2,752.89,1505.78,2025-01-17,invoiced
INV_001941,IL_001941,OL_001708,5,519.75,2598.75,2025-01-17,invoiced
INV_001947,IL_001947,OL_001714,3,204.33,612.99,2025-01-17,invoiced
INV_001956,IL_001956,OL_001723,2,608.59,1217.18,2025-01-17,invoiced
INV_001911,IL_001911,OL_001684,11,175.74,1933.14,2025-01-18,invoiced
INV_001918,IL_001918,OL_001689,4,615.07,2460.28,2025-01-18,invoiced
INV_001942,IL_001942,OL_001709,5,191.24,956.2,2025-01-18,invoiced
INV_001943,IL_001943,OL_001710,2,349.27,698.54,2025-01-18,invoiced
INV_001946,IL_001946,OL_001713,4,407.88,1631.52,2025-01-18,invoiced
INV_001953,IL_001953,OL_001720,1,621.75,621.75,2025-01-18,invoiced
INV_001888,IL_001888,OL_001662,3,256.56,769.6800000000001,2025-01-19,delayed
INV_001920,IL_001920,OL_001690,3,162.03,486.09000000000003,2025-01-19,delayed
INV_001925,IL_001925,OL_001695,1,633.33,633.33,2025-01-19,invoiced
INV_001931,IL_001931,OL_001701,2,878.02,1756.04,2025-01-19,invoiced
INV_001934,IL_001934,OL_001703,4,163.0,652.0,2025-01-19,delayed
INV_001939,IL_001939,OL_001706,3,935.52,2806.56,2025-01-19,invoiced
INV_001951,IL_001951,OL_001718,1,162.37,162.37,2025-01-19,invoiced
INV_001955,IL_001955,OL_001722,1,353.29,353.29,2025-01-19,invoiced
INV_001958,IL_001958,OL_001724,2,201.7,403.4,2025-01-19,delayed
INV_001922,IL_001922,OL_001692,5,205.56,1027.8,2025-01-20,invoiced
INV_001927,IL_001927,OL_001697,5,190.59,952.95,2025-01-20,invoiced
INV_001929,IL_001929,OL_001699,5,406.74,2033.7,2025-01-20,invoiced
INV_001936,IL_001936,OL_001704,3,408.71,1226.1299999999999,2025-01-20,delayed
INV_001948,IL_001948,OL_001715,3,192.07,576.21,2025-01-20,invoiced
INV_001949,IL_001949,OL_001716,1,881.37,881.37,2025-01-20,invoiced
INV_001950,IL_001950,OL_001717,1,598.92,598.92,2025-01-20,invoiced
INV_001954,IL_001954,OL_001721,3,176.05,528.1500000000001,2025-01-20,invoiced
INV_001977,IL_001977,OL_001742,1,163.25,163.25,2025-01-21,partial
INV_001966,IL_001966,OL_001732,5,162.77,813.85,2025-01-22,partial
INV_001971,IL_001971,OL_001736,2,738.54,1477.08,2025-01-22,invoiced
INV_001974,IL_001974,OL_001739,5,184.83,924.1500000000001,2025-01-23,invoiced
INV_001916,IL_001916,OL_001687,2,257.73,515.46,2025-01-24,delayed
INV_001961,IL_001961,OL_001727,2,336.67,673.34,2025-01-24,invoiced
INV_001963,IL_001963,OL_001729,6,252.45,1514.6999999999998,2025-01-24,invoiced
INV_001968,IL_001968,OL_001733,7,403.23,2822.61,2025-01-24,invoiced
INV_001970,IL_001970,OL_001735,3,941.1,2823.3,2025-01-24,invoiced
INV_001972,IL_001972,OL_001737,1,623.04,623.04,2025-01-24,invoiced
INV_001975,IL_001975,OL_001740,2,333.63,667.26,2025-01-24,invoiced
INV_001982,IL_001982,OL_001746,1,842.47,842.47,2025-01-24,invoiced
INV_001983,IL_001983,OL_001747,1,599.01,599.01,2025-01-24,invoiced
INV_001986,IL_001986,OL_001750,1,638.3,638.3,2025-01-24,invoiced
INV_001914,IL_001914,OL_001686,2,401.79,803.58,2025-01-25,delayed
INV_001969,IL_001969,OL_001734,5,206.87,1034.35,2025-01-25,invoiced
INV_001984,IL_001984,OL_001748,1,162.15,162.15,2025-01-25,invoiced
INV_001960,IL_001960,OL_001726,11,178.91,1968.01,2025-01-26,invoiced
INV_001962,IL_001962,OL_001728,5,412.49,2062.45,2025-01-26,invoiced
INV_001973,IL_001973,OL_001738,6,504.53,3027.18,2025-01-26,invoiced
INV_001979,IL_001979,OL_001743,4,403.27,1613.08,2025-01-26,invoiced
INV_001938,IL_001938,OL_001705,2,201.7,403.4,2025-01-27,delayed
INV_001964,IL_001964,OL_001730,2,877.13,1754.26,2025-01-27,invoiced
INV_001965,IL_001965,OL_001731,3,591.66,1774.98,2025-01-27,invoiced
INV_001976,IL_001976,OL_001741,2,615.73,1231.46,2025-01-27,invoiced
INV_001980,IL_001980,OL_001744,3,210.09,630.27,2025-01-27,invoiced
INV_001981,IL_001981,OL_001745,3,183.46,550.38,2025-01-27,invoiced
INV_001985,IL_001985,OL_001749,1,414.55,414.55,2025-01-27,invoiced
INV_001996,IL_001996,OL_001758,4,412.29,1649.16,2025-01-28,partial
INV_002023,IL_002023,OL_001780,2,399.46,798.92,2025-01-28,partial
INV_001990,IL_001990,OL_001753,3,413.02,1239.06,2025-01-29,partial
INV_002002,IL_002002,OL_001762,1,610.19,610.19,2025-01-29,invoiced
INV_002008,IL_002008,OL_001767,4,255.62,1022.48,2025-01-29,partial
INV_002013,IL_002013,OL_001771,6,421.75,2530.5,2025-01-29,invoiced
INV_002015,IL_002015,OL_001773,2,959.34,1918.68,2025-01-29,partial
INV_002028,IL_002028,OL_001784,1,596.8,596.8,2025-01-29,invoiced
INV_001967,IL_001967,OL_001732,4,162.77,651.08,2025-01-30,delayed
INV_001987,IL_001987,OL_001751,7,175.9,1231.3,2025-01-30,partial
INV_001998,IL_001998,OL_001759,3,203.12,609.36,2025-01-30,partial
INV_002000,IL_002000,OL_001760,3,982.8,2948.3999999999996,2025-01-30,invoiced
INV_002003,IL_002003,OL_001763,4,512.49,2049.96,2025-01-30,partial
INV_002007,IL_002007,OL_001766,5,401.54,2007.7,2025-01-30,invoiced
INV_002012,IL_002012,OL_001770,9,161.94,1457.46,2025-01-30,invoiced
INV_002021,IL_002021,OL_001778,1,586.81,586.81,2025-01-30,invoiced
INV_002022,IL_002022,OL_001779,3,161.92,485.76,2025-01-30,invoiced
INV_002027,IL_002027,OL_001783,1,872.13,872.13,2025-01-30,invoiced
INV_002029,IL_002029,OL_001785,1,164.13,164.13,2025-01-30,invoiced
INV_002006,IL_002006,OL_001765,10,174.61,1746.1000000000001,2025-01-31,invoiced
INV_002017,IL_002017,OL_001774,3,767.14,2301.42,2025-01-31,invoiced
INV_002025,IL_002025,OL_001781,3,204.52,613.5600000000001,2025-01-31,invoiced
INV_002031,IL_002031,OL_001787,1,618.76,618.76,2025-01-31,invoiced
INV_001978,IL_001978,OL_001742,2,163.25,326.5,2025-02-01,delayed
INV_001989,IL_001989,OL_001752,2,338.06,676.12,2025-02-01,invoiced
INV_001993,IL_001993,OL_001755,2,878.3,1756.6,2025-02-01,invoiced
INV_001994,IL_001994,OL_001756,4,582.98,2331.92,2025-02-01,invoiced
INV_002001,IL_002001,OL_001761,2,729.66,1459.32,2025-02-01,invoiced
INV_002019,IL_002019,OL_001776,4,190.48,761.92,2025-02-01,invoiced
INV_001992,IL_001992,OL_001754,6,260.34,1562.04,2025-02-02,invoiced
INV_002014,IL_002014,OL_001772,4,208.85,835.4,2025-02-02,invoiced
INV_002030,IL_002030,OL_001786,1,402.17,402.17,2025-02-02,invoiced
INV_001991,IL_001991,OL_001753,2,413.02,826.04,2025-02-03,delayed
INV_001995,IL_001995,OL_001757,9,159.89,1439.0099999999998,2025-02-03,invoiced
INV_002005,IL_002005,OL_001764,5,195.29,976.4499999999999,2025-02-03,invoiced
INV_002010,IL_002010,OL_001768,2,887.22,1774.44,2025-02-03,invoiced
INV_002011,IL_002011,OL_001769,2,593.57,1187.14,2025-02-03,invoiced
INV_002018,IL_002018,OL_001775,5,513.26,2566.3,2025-02-03,invoiced
INV_002020,IL_002020,OL_001777,2,346.06,692.12,2025-02-03,invoiced
INV_002026,IL_002026,OL_001782,3,191.54,574.62,2025-02-03,invoiced
INV_002038,IL_002038,OL_001793,1,583.44,583.44,2025-02-04,partial
INV_002024,IL_002024,OL_001780,2,399.46,798.92,2025-02-05,delayed
INV_002032,IL_002032,OL_001788,7,175.33,1227.3100000000002,2025-02-05,partial
INV_002035,IL_002035,OL_001790,5,403.41,2017.0500000000002,2025-02-05,invoiced
INV_002036,IL_002036,OL_001791,6,250.65,1503.9,2025-02-05,invoiced
INV_002045,IL_002045,OL_001798,6,734.39,4406.34,2025-02-05,invoiced
INV_002046,IL_002046,OL_001799,1,622.1,622.1,2025-02-05,invoiced
INV_002048,IL_002048,OL_001801,5,195.28,976.4,2025-02-05,invoiced
INV_002052,IL_002052,OL_001805,4,421.5,1686.0,2025-02-05,invoiced
INV_002058,IL_002058,OL_001810,1,163.85,163.85,2025-02-05,invoiced
INV_002004,IL_002004,OL_001763,2,512.49,1024.98,2025-02-06,delayed
INV_002034,IL_002034,OL_001789,2,342.06,684.12,2025-02-06,invoiced
INV_002041,IL_002041,OL_001795,4,407.73,1630.92,2025-02-06,partial
INV_002050,IL_002050,OL_001803,1,599.9,599.9,2025-02-06,invoiced
INV_002054,IL_002054,OL_001807,1,195.57,195.57,2025-02-06,partial
INV_002057,IL_002057,OL_001809,1,592.63,592.63,2025-02-06,invoiced
INV_002009,IL_002009,OL_001767,2,255.62,511.24,2025-02-07,delayed
INV_002037,IL_002037,OL_001792,2,878.89,1757.78,2025-02-07,invoiced
INV_002043,IL_002043,OL_001796,5,203.25,1016.25,2025-02-07,invoiced
INV_002051,IL_002051,OL_001804,3,163.2,489.59999999999997,2025-02-07,invoiced
INV_002053,IL_002053,OL_001806,3,203.64,610.92,2025-02-07,invoiced
INV_002047,IL_002047,OL_001800,5,508.69,2543.45,2025-02-08,invoiced
INV_002039,IL_002039,OL_001793,2,583.44,1166.88,2025-02-09,delayed
INV_002044,IL_002044,OL_001797,3,948.72,2846.16,2025-02-09,invoiced
INV_002056,IL_002056,OL_001808,1,867.87,867.87,2025-02-09,invoiced
INV_002060,IL_002060,OL_001812,1,630.03,630.03,2025-02-09,invoiced
INV_001997,IL_001997,OL_001758,3,412.29,1236.8700000000001,2025-02-10,delayed
INV_001999,IL_001999,OL_001759,3,203.12,609.36,2025-02-10,delayed
INV_002040,IL_002040,OL_001794,9,157.84,1420.56,2025-02-10,invoiced
INV_002049,IL_002049,OL_001802,2,343.46,686.92,2025-02-10,invoiced
INV_002059,IL_002059,OL_001811,1,396.45,396.45,2025-02-10,invoiced
INV_001988,IL_001988,OL_001751,3,175.9,527.7,2025-02-11,delayed
INV_002016,IL_002016,OL_001773,1,959.34,959.34,2025-02-11,delayed
INV_002033,IL_002033,OL_001788,3,175.33,525.99,2025-02-11,delayed
INV_002092,IL_002092,OL_001841,2,162.1,324.2,2025-02-11,partial
INV_002102,IL_002102,OL_001850,1,176.05,176.05,2025-02-11,partial
INV_002061,IL_002061,OL_001813,10,174.69,1746.9,2025-02-12,invoiced
INV_002069,IL_002069,OL_001821,3,203.68,611.04,2025-02-12,partial
INV_002081,IL_002081,OL_001832,5,161.29,806.4499999999999,2025-02-12,partial
INV_002083,IL_002083,OL_001833,6,411.32,2467.92,2025-02-12,invoiced
INV_002087,IL_002087,OL_001836,4,727.8,2911.2,2025-02-12,invoiced
